username,user_id,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
ZyiteGadgets,1596829382,2018-02-08 00:15,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ow.ly/9PIJ50gpM9K,,,,961483683294310400,https://twitter.com/ZyiteGadgets/status/961483683294310400
latestcooltech,3105443082,2018-02-08 08:11,0,0,http:// ift.tt/2EPSody - That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed pic.twitter.com/7PCvOVSCO6,,,,961603327187353600,https://twitter.com/latestcooltech/status/961603327187353600
Gander_News_c2,3226213982,2018-02-08 08:01,0,1,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-paste messages that mad... http:// ow.ly/54TH50gq1LW,,,,961600760705372160,https://twitter.com/Gander_News_c2/status/961600760705372160
RESQBug,14299645,2018-02-08 09:09,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFY0t7 pic.twitter.com/7qtHyIukqV,,,,961617926997422081,https://twitter.com/RESQBug/status/961617926997422081
MobiOps,420352830,2018-02-08 08:46,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXsQF,,,,961612096197640192,https://twitter.com/MobiOps/status/961612096197640192
fbancoff,46792983,2018-02-08 08:36,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXpf3 pic.twitter.com/5qhyWCWkZP,,,,961609726713765888,https://twitter.com/fbancoff/status/961609726713765888
TDG_1,791786665,2018-02-08 09:04,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXzJP,,,,961616779276533761,https://twitter.com/TDG_1/status/961616779276533761
MoniMantequilla,922576634,2018-02-08 08:45,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed,,,,961612023086772225,https://twitter.com/MoniMantequilla/status/961612023086772225
dalal_abohashim,780790168802369537,2018-02-08 08:21,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXjNC pic.twitter.com/7gjKb8TUV3,,,,961605825289572352,https://twitter.com/dalal_abohashim/status/961605825289572352
edsbilisim,3196096089,2018-02-08 08:00,0,0,#Technology That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25 ) friends could see your posts. In copy-paste messa... http:// ow.ly/qXKP50gq1Jl,,,#Technology,961600747250085888,https://twitter.com/edsbilisim/status/961600747250085888
rajendarbairi,115412965,2018-02-08 08:02,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2EOoLZV pic.twitter.com/Wy2h7ASb6o,,,,961601157453045760,https://twitter.com/rajendarbairi/status/961601157453045760
LFT411,14810786,2018-02-07 10:25,0,0,"RT theadvertiser "" Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on http:// ow.ly/QfSz30igbkc """,,,,961274652894093312,https://twitter.com/LFT411/status/961274652894093312
AileenFish,19417163,2018-02-13 19:35,0,0,"Analysis | Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims https:// fb.me/7o781V9oM",,,,963587461417963520,https://twitter.com/AileenFish/status/963587461417963520
dj_al1,166831855,2018-02-07 03:35,0,1,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// fb.me/9mFqFQNTf",,,,961171651625922560,https://twitter.com/dj_al1/status/961171651625922560
dubvNOW,528986496,2018-02-06 23:00,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on - Facebook is not going to limit status updates in your news feed to 25 people. Pass it on. http:// ow.ly/ZpXj50goSRD",,,,961102441428258816,https://twitter.com/dubvNOW/status/961102441428258816
WorldTechNews,2342644182,2018-02-08 08:10,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2EPSody,,,,961603160635822080,https://twitter.com/WorldTechNews/status/961603160635822080
PansehTsewole1,453970403,2018-02-08 08:01,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXZGf pic.twitter.com/gyyxcxrQfO,,,,961600816845963264,https://twitter.com/PansehTsewole1/status/961600816845963264
Millthorn,944195358,2018-02-08 08:14,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25 ) friends could see your posts. In copy-paste messages that made r… http:// ift.tt/2sgQ38P,,,,961604111639760896,https://twitter.com/Millthorn/status/961604111639760896
_cwick,2216105149,2018-02-08 08:12,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// on.mash.to/2BLvPIn #tech,,,#tech,961603570067038208,https://twitter.com/_cwick/status/961603570067038208
KerryMWales,386777585,2018-02-09 04:01,0,1,"Gotta love another #facebookhoax Can't believe how many of my friends get taken in by this stuff No, Facebook is not limiting your news feed to 26 friends, and saying ""Hi"" won't change anything.... https://www. inc.com/minda-zetlin/f acebook-hoax-claims-your-news-feed-is-now-only-26-friends-saying-hi-will-fix-it.html … via @Inc",,@Inc,#facebookhoax,961902949042663424,https://twitter.com/KerryMWales/status/961902949042663424
TechLifeSteph,34772317,2018-02-07 11:30,0,0,"Y’all can stop posting that now, k? RT @usatodaytech : #Facebook limiting status updates in news feed to 25 friends? That’s a hoax , pass it on https:// usat.ly/2BfQJOr pic.twitter.com/uXBKHj3qwH #tech #socialmedia",,@usatodaytech,#Facebook #tech #socialmedia,961291143790125057,https://twitter.com/TechLifeSteph/status/961291143790125057
leslymedina_,924636218,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed,,,,961600034490871808,https://twitter.com/leslymedina_/status/961600034490871808
LizsellsGeorgia,2165263724,2018-02-06 21:31,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// fb.me/15hNbYSG2",,,,961080043643555840,https://twitter.com/LizsellsGeorgia/status/961080043643555840
Lorenitz_,921412590,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed,,,,961600025343049728,https://twitter.com/Lorenitz_/status/961600025343049728
Jasmine_Sandler,611295355,2018-02-08 00:16,0,1,#Business #News Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ow.ly/yVxo50gpMsI,,,#Business #News,961483764827385856,https://twitter.com/Jasmine_Sandler/status/961483764827385856
QNETGhana,2595995550,2018-02-08 21:39,0,0,It's A Hoax . Facebook Is Not Limiting Your News Feed To 26 People http:// dlvr.it/QFcxfT,,,,961806643859136513,https://twitter.com/QNETGhana/status/961806643859136513
designfeeds,18890943,2018-02-08 08:44,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed @mashable : The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-paste messages… http:// dlvr.it/QFXrkx,,@mashable,,961611602083508224,https://twitter.com/designfeeds/status/961611602083508224
albertalbs,86985994,2018-02-08 07:56,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// on.mash.to/2Eq5a4C,,,,961599577546743809,https://twitter.com/albertalbs/status/961599577546743809
tony_choufani,499073057,2018-02-08 08:49,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXt3V,,,,961612851134660610,https://twitter.com/tony_choufani/status/961612851134660610
AndrePrinsIN,3123163570,2018-02-08 00:01,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ow.ly/atCi50gpLQX,,,,961480029510275072,https://twitter.com/AndrePrinsIN/status/961480029510275072
iM0BiLE,517631587,2018-02-08 08:21,0,0,✺ That '26 friends' Facebook rumor was a hoax &#8212; but here's how you can actually game the News Feed https:// goo.gl/fb/Z3QajR,,,#8212,961605945204903936,https://twitter.com/iM0BiLE/status/961605945204903936
CaraJacobs70,29730242,2018-02-07 23:23,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// dlvr.it/QFTmWg pic.twitter.com/BQ2uoHNc9M,,,,961470429624872960,https://twitter.com/CaraJacobs70/status/961470429624872960
Three_Ten,21109533,2018-02-06 23:06,0,0,"Facebook limiting status updates in news feed to 25 friends? That&apos;s a hoax , pass it on #TTiNFo https:// usat.ly/2E9igjd",,,#TTiNFo,961103822532829186,https://twitter.com/Three_Ten/status/961103822532829186
Quirin64,20483898,2018-02-10 05:49,0,0,"Analysis | Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims https:// fb.me/RJ5v7afs",,,,962292441201152000,https://twitter.com/Quirin64/status/962292441201152000
Rana_isms,851068968,2018-02-07 05:28,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// usat.ly/2nQ2MKe via @usatoday",,@usatoday,,961199986154311680,https://twitter.com/Rana_isms/status/961199986154311680
bench260,199667287,2018-02-07 07:21,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on http:// a.msn.com/01/en-us/BBINj Ol?ocid=st …",,,,961228497715892224,https://twitter.com/bench260/status/961228497715892224
Rich_Learn,124308091,2018-02-08 02:02,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// ift.tt/2sjjTJE pic.twitter.com/CckiAkuIwn,,,,961510502429052928,https://twitter.com/Rich_Learn/status/961510502429052928
craftymomof3,15842588,2018-02-09 19:15,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on http:// crwd.fr/2ENkSo6",,,,962132843001536512,https://twitter.com/craftymomof3/status/962132843001536512
GrcSrg,76908897,2018-02-08 08:07,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2sgQ38P,,,,961602362442952704,https://twitter.com/GrcSrg/status/961602362442952704
SeanFAQ,491188213,2018-02-08 08:39,0,0,That '26 friends' Facebook rumor was a hoax &#8212; but here's how you can actually game the News Feed https:// goo.gl/fb/Ekab2i,,,#8212,961610544729022465,https://twitter.com/SeanFAQ/status/961610544729022465
rhettpower,135622752,2018-02-07 23:23,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// dlvr.it/QFTmYc pic.twitter.com/guHIXjNIO4,,,,961470429582929920,https://twitter.com/rhettpower/status/961470429582929920
Sivasaidatla,714756887611314179,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYKT pic.twitter.com/P4tEiqbtox,,,,961600027939385344,https://twitter.com/Sivasaidatla/status/961600027939385344
techrdv,878906574319779842,2018-02-08 08:07,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// bit.ly/2EucxrI pic.twitter.com/HTTMmuICdn,,,,961602330578763777,https://twitter.com/techrdv/status/961602330578763777
ghnet1,3091480682,2018-02-07 04:16,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// fb.me/10ihi7UG4",,,,961181765271420928,https://twitter.com/ghnet1/status/961181765271420928
OMM4All,1498699681,2018-02-08 18:25,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - http:// klou.tt/wyxlnrf3hara,,,,961757846441410560,https://twitter.com/OMM4All/status/961757846441410560
Khorshedo,48645833,2018-02-08 01:46,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying ‘Hi’ Will Fix It http:// ift.tt/2FTrjoU,,,,961506491353223168,https://twitter.com/Khorshedo/status/961506491353223168
QNETGhana,2595995550,2018-02-08 21:39,0,0,It's A Hoax. Facebook Is Not Limiting Your News Feed To 26 People http:// dlvr.it/QFcxfT,,,,961806643859136513,https://twitter.com/QNETGhana/status/961806643859136513
WorldRumors,14061330,2018-02-07 11:30,0,0,"Analysis: Facebook isn’t restricting your news feed to 26 friends, no matter what a viral hoax claims http:// wapo.st/2C26iWU",,,,961291063934750720,https://twitter.com/WorldRumors/status/961291063934750720
sierramrobles,770734674284994560,2018-02-07 12:07,1,0,"Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims via @washingtonpost #csulbsoc https://www. washingtonpost.com/news/the-inter sect/wp/2018/02/07/facebook-isnt-restricting-your-news-feed-to-26-friends-no-matter-what-a-viral-hoax-claims/?utm_term=.49f0820b356a …",,@washingtonpost,#csulbsoc,961300472937132032,https://twitter.com/sierramrobles/status/961300472937132032
YadiraSD,240831860,2018-02-07 23:26,0,0,""" Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It"" Read it at: http:// ift.tt/2sjjTJE",,,,961471176861257729,https://twitter.com/YadiraSD/status/961471176861257729
TechLifeSteph,34772317,2018-02-07 11:30,0,0,"Y’all can stop posting that now, k? RT @usatodaytech : #Facebook limiting status updates in news feed to 25 friends? That’s a hoax, pass it on https:// usat.ly/2BfQJOr pic.twitter.com/uXBKHj3qwH #tech #socialmedia",,@usatodaytech,#Facebook #tech #socialmedia,961291143790125057,https://twitter.com/TechLifeSteph/status/961291143790125057
Suaju,76016016,2018-02-09 23:02,0,0,Facebook Responds After Widely Circulated Hoax Says the Social Networking Site Is Limiting Feed to.. #networking http:// dld.bz/gBgR5,,,#networking,962189900643790848,https://twitter.com/Suaju/status/962189900643790848
SteveZeitch,200925291,2018-02-16 11:13,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed https:// buff.ly/2EbSmvc https:// buff.ly/2Ed7A38,,,,964548182167482369,https://twitter.com/SteveZeitch/status/964548182167482369
2jessicasmith,134454590,2018-02-07 00:56,0,0,"http:// recycleamericaradioshow.com Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on http:// dlvr.it/QFLbmp pic.twitter.com/Mj1foV5QcV",,,,961131418792464384,https://twitter.com/2jessicasmith/status/961131418792464384
VixGroup,472716189,2018-02-08 00:16,0,0,#Tech / #Business News: Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ht.ly/HLhZ50gpMfR,,,#Tech #Business,961483754622644224,https://twitter.com/VixGroup/status/961483754622644224
LFT411,14810786,2018-02-07 10:25,0,0,"RT theadvertiser "" Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on http:// ow.ly/QfSz30igbkc """,,,,961274652894093312,https://twitter.com/LFT411/status/961274652894093312
whitelabellocal,716079235,2018-02-08 08:52,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXvNC,,,,961613607631900674,https://twitter.com/whitelabellocal/status/961613607631900674
unite_digital,3034816946,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYRQ pic.twitter.com/q7WGlGSRJf,,,,961600036026032130,https://twitter.com/unite_digital/status/961600036026032130
time_theories,734393116355141632,2018-02-07 07:59,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https://www. usatoday.com/story/tech/tal kingtech/2018/02/06/facebook-status-update-25-friends-hoax/313684002/ …",,,,961238083088928770,https://twitter.com/time_theories/status/961238083088928770
jsweeney10,161777573,2018-02-07 13:32,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// fb.me/arVl3zkPv",,,,961321697747095553,https://twitter.com/jsweeney10/status/961321697747095553
montinaportis,62517163,2018-02-08 00:22,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// dlvr.it/QFV1FS pic.twitter.com/82ZzGcQvp1,,,,961485301842567168,https://twitter.com/montinaportis/status/961485301842567168
CherryAdair,23918292,2018-02-10 16:13,0,1,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// fb.me/92qlEhiMF",,,,962449427867856897,https://twitter.com/CherryAdair/status/962449427867856897
MintLLC,1466050752,2018-02-08 09:21,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFY5lm pic.twitter.com/Ry8EH1LFMQ,,,,961621078186409986,https://twitter.com/MintLLC/status/961621078186409986
mya_fl,35993536,2018-02-08 08:29,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXlsZ pic.twitter.com/onTW7GfPai,,,,961607849209139205,https://twitter.com/mya_fl/status/961607849209139205
BrandDarts,722918217900015616,2018-02-08 08:15,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-paste messages that mad... http:// ow.ly/RUlN50gq26N,,,,961604391768936449,https://twitter.com/BrandDarts/status/961604391768936449
namentrepreneur,509265731,2018-02-08 00:05,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It https:// goo.gl/fb/pQ4KtL,,,,961481069597020160,https://twitter.com/namentrepreneur/status/961481069597020160
mikeventura,14355675,2018-02-09 12:46,0,0,"Analysis | Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims https:// fb.me/8HTTFLlvC",,,,962035081727520768,https://twitter.com/mikeventura/status/962035081727520768
PaulSpoerry,330429183,2018-02-08 08:07,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2sgQ38P,,,,961602315722592256,https://twitter.com/PaulSpoerry/status/961602315722592256
eugenplaton,55814586,2018-02-08 16:21,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying ‘Hi’ Will Fix It http:// dlvr.it/QFbcv2 #Wire #Facebook #Mark_Zuckerberg #news pic.twitter.com/xWACdAa6Yt,,,#Wire #Facebook #Mark_Zuckerberg #news,961726635421589504,https://twitter.com/eugenplaton/status/961726635421589504
Lorenitz_,921412590,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed,,,,961600025343049728,https://twitter.com/Lorenitz_/status/961600025343049728
nagabhushant,377435980,2018-02-06 21:39,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on - USA TODAY http:// dlvr.it/QFKsYb",,,,961081863757471744,https://twitter.com/nagabhushant/status/961081863757471744
3rdrockhome,149296998,2018-02-07 04:16,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on http:// dlvr.it/QFMds4 pic.twitter.com/VIFTrur3Tq",,,,961181851275599872,https://twitter.com/3rdrockhome/status/961181851275599872
SeanFAQ,491188213,2018-02-08 08:39,0,0,That ' 26 friends' Facebook rumor was a hoax &#8212; but here's how you can actually game the News Feed https:// goo.gl/fb/Ekab2i,,,#8212,961610544729022465,https://twitter.com/SeanFAQ/status/961610544729022465
wandaology,147775741,2018-02-07 23:32,0,0,Facebook limiting status updates in news feed to 25 friends? That's a hoax https:// usat.ly/2nOwCij,,,,961472668393500672,https://twitter.com/wandaology/status/961472668393500672
hashMoreChat,3323388204,2018-02-08 18:45,0,1,It's A Hoax. Facebook Is Not Limiting Your News Feed To 26 People - Forbes http:// ift.tt/2EOgwgx #Facebook #SocialMedia,,,#Facebook #SocialMedia,961763018416762886,https://twitter.com/hashMoreChat/status/961763018416762886
mya_fl,35993536,2018-02-08 08:29,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXlsZ pic.twitter.com/onTW7GfPai,,,,961607849209139205,https://twitter.com/mya_fl/status/961607849209139205
Ktownclassified,27452134,2018-02-08 08:49,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXtCB,,,,961612877332234241,https://twitter.com/Ktownclassified/status/961612877332234241
bestpartyleon,75193022,2018-02-08 08:01,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// on.mash.to/2BLps7P,,,,961600965467090944,https://twitter.com/bestpartyleon/status/961600965467090944
CEOatMobiVerse,838631774649532416,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYSy #Tech #Technology pic.twitter.com/vmtU3ZD14e,,,#Tech #Technology,961600036244107265,https://twitter.com/CEOatMobiVerse/status/961600036244107265
feeds4mykey_,132085419,2018-02-08 08:49,0,0,#mashable That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXtDT,,,#mashable,961612882768101376,https://twitter.com/feeds4mykey_/status/961612882768101376
DelawareBlogger,3173435063,2018-02-08 08:04,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXb37 pic.twitter.com/bfQC6hD1x1,,,,961601552854138880,https://twitter.com/DelawareBlogger/status/961601552854138880
annemsia,374371350,2018-02-07 23:38,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// dlvr.it/QFTqKw,,,,961474202770448384,https://twitter.com/annemsia/status/961474202770448384
CEOatTECH,2767393184,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYTT #Tech #Technology pic.twitter.com/T5rzo7dFKl,,,#Tech #Technology,961600036407730176,https://twitter.com/CEOatTECH/status/961600036407730176
socialmediaCIO,147726384,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYQD pic.twitter.com/a82rMQSjS5,,,,961600034948042753,https://twitter.com/socialmediaCIO/status/961600034948042753
DigitalMPlanner,3849571821,2018-02-08 07:39,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// bit.ly/2BgrxHU #DigitalMarketing pic.twitter.com/VBXKZv9wWD,,,#DigitalMarketing,961595361415450624,https://twitter.com/DigitalMPlanner/status/961595361415450624
lvenus52,324263000,2018-02-08 08:49,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXt63 pic.twitter.com/iVwQITCwDJ,,,,961612860202803200,https://twitter.com/lvenus52/status/961612860202803200
PatriciaJeanLSL,66013308,2018-02-08 16:16,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// usat.ly/2nQ2MKe via @usatoday",,@usatoday,,961725488229122053,https://twitter.com/PatriciaJeanLSL/status/961725488229122053
larrymagid,2053051,2018-02-08 18:11,2,0,It's A Hoax . Facebook Is Not Limiting Your News Feed To 26 People via @forbes https://www. forbes.com/sites/larrymag id/2018/02/08/its-a-hoax-facebook-is-not-limiting-your-news-feed-to-26-people/#25d610e6746a …,,@forbes,#25d610e6746a,961754427865448448,https://twitter.com/larrymagid/status/961754427865448448
ghnet1,3091480682,2018-02-07 04:13,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// fb.me/5uqPPMIZb",,,,961181132145545217,https://twitter.com/ghnet1/status/961181132145545217
Tamilthaaragai,2369657570,2018-02-08 23:43,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed https:// mashable.com/2018/02/08/fac ebook-news-feed-26-friends-rumor-see-first-how-to/#PfYN1sbef5OE … via @mashable . Ahh the rumors,,@mashable,#PfYN1sbef5OE,961837972180975616,https://twitter.com/Tamilthaaragai/status/961837972180975616
GOOD_TO_SEO,562497105,2018-02-07 00:11,0,0,Facebook hoax says your news feed will be limited to status updates from 25 friends... pic.twitter.com/7BsrXfvjvZ,,,,961120129437270018,https://twitter.com/GOOD_TO_SEO/status/961120129437270018
CherryAdair,23918292,2018-02-10 16:13,1,1,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// fb.me/LA08Xtbi",,,,962449366991634432,https://twitter.com/CherryAdair/status/962449366991634432
RepblcrooksRTIS,825721899921575940,2018-02-07 07:46,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// fb.me/OnRkdzIJ",,,,961234718091071488,https://twitter.com/RepblcrooksRTIS/status/961234718091071488
JulioRuizNet,184003357,2018-02-09 02:03,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2EOoLZV pic.twitter.com/Idziof8ykg,,,,961873162173493248,https://twitter.com/JulioRuizNet/status/961873162173493248
Chrysalisst,740445054,2018-02-08 08:12,0,0,"New post: ""That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed "" http:// ift.tt/2EPSody",,,,961603578954764289,https://twitter.com/Chrysalisst/status/961603578954764289
hashMoreChat,3323388204,2018-02-07 11:33,0,0,"Facebook isn't restricting your News Feed to 26 friends, no matter what a viral hoax claims - Washington Post http:// ift.tt/2BfUwvq #Facebook #SocialMedia",,,#Facebook #SocialMedia,961291758087876609,https://twitter.com/hashMoreChat/status/961291758087876609
akemoi,14215299,2018-02-08 08:17,0,0,#technos That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXh6w,,,#technos,961604853653884930,https://twitter.com/akemoi/status/961604853653884930
CarAramis,915996763,2018-02-07 07:12,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on http:// a.msn.com/01/en-us/BBINj Ol?ocid=st …",,,,961226080240721920,https://twitter.com/CarAramis/status/961226080240721920
BrandDarts,722918217900015616,2018-02-08 08:15,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25 ) friends could see your posts. In copy-paste messages that mad... http:// ow.ly/RUlN50gq26N,,,,961604391768936449,https://twitter.com/BrandDarts/status/961604391768936449
KillersRd,934277475290566656,2018-02-07 07:20,0,0,#Facebook limiting status updates in news feed to 25 friends? Wao https://www. usatoday.com/story/tech/tal kingtech/2018/02/06/facebook-status-update-25-friends-hoax/313684002/ … #news #Rdkillers,,,#Facebook #news #Rdkillers,961228168026886144,https://twitter.com/KillersRd/status/961228168026886144
ArtCASEArt,632930908,2018-02-10 17:26,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on JESSICA GUYNN | USA... https:// fb.me/2O0wNgBRo",,,,962467962857795584,https://twitter.com/ArtCASEArt/status/962467962857795584
ljwatson0121,19593370,2018-02-09 06:33,0,0,Breaking News: Don't fall for this new viral hoax about your Facebook feed : https:// pb.fyi/3uaP,,,,961941218996482048,https://twitter.com/ljwatson0121/status/961941218996482048
social_rosie,1262715708,2018-02-07 03:00,0,0,"Facebook limiting status updates in news feed to 25 friends? That&apos;s a hoax , pass it on - http:// rssfeeds.usatoday.com/~/523628468/0/ usatoday-techtopstories~Facebook-limiting-status-updates-in-news-feed-to-friends-Thataposs-a-hoax-pass-it-on/ …",,,,961162625143988224,https://twitter.com/social_rosie/status/961162625143988224
ITGuy_FL,6999772,2018-02-07 16:19,0,0,"Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims https://www. washingtonpost.com/news/the-inter sect/wp/2018/02/07/facebook-isnt-restricting-your-news-feed-to-26-friends-no-matter-what-a-viral-hoax-claims/ … pic.twitter.com/7x2ifkFm4p",,,,961363931855048705,https://twitter.com/ITGuy_FL/status/961363931855048705
